Repository,Commit,Type,Node Before,Node After
darknet,1467621453e1c6932841a4992e6dffe0d0d8de24,CHANGE_SIGNATURE,"src/connected_layer.c:make_connected_layer(int, int, int, ACTIVATION, int):243-3723","src/connected_layer.c:make_connected_layer(int, int, int, ACTIVATION, int, int):243-4447"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:opt_prof_active_ctl(size_t, size_t, void, size_t, void, size_t):36308-36375","deps/jemalloc/src/ctl.c:opt_prof_active_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):48844-48911"
darknet,1467621453e1c6932841a4992e6dffe0d0d8de24,CHANGE_SIGNATURE,"src/convolutional_layer.c:update_convolutional_layer(convolutional_layer, int, float, float, float):15268-15897","src/convolutional_layer.c:update_convolutional_layer(convolutional_layer, update_args):15248-15982"
toxcore,0bc37303875c9adb90bf4344279580f5df0cc86e,CHANGE_SIGNATURE,"toxcore/net_crypto.c:tcp_handle_cookie_request(Net_Crypto, TCP_Client_Connection, uint8_t, uint8_t, uint16_t):7902-8628","toxcore/net_crypto.c:tcp_handle_cookie_request(Net_Crypto, int, uint8_t, uint16_t):7902-8572"
emscripten,2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e,MOVE_FUNCTION,"system/lib/pthread/library_pthread.c:__atomic_store_8(void, uint64_t, int):23710-23829","system/lib/pthread/library_pthread_asmjs.c:__atomic_store_8(void, uint64_t, int):7549-7658"
darknet,b394337824c59dd970b87c5978fe4e8b94b85cb2,CHANGE_SIGNATURE,"src/yolo.c:demo_yolo(char, char, float):13997-14053","src/yolo.c:demo_yolo(char, char, float, int):13995-14066"
darknet,1edcf73a73d2007afc61289245763f5cf0c29e10,CHANGE_SIGNATURE,src/server.h:client_update():28-43,src/server.h:client_update(network):60-86
darknet,516f019ba6fb88de7218dd3b4eaeadb1cf676518,MOVE_FUNCTION,"src/normalization_layer.h:forward_normalization_layer(normalization_layer, network_state):555-636","src/old.c:forward_normalization_layer(normalization_layer, network_state):4891-4972"
tmux,efaf4c16cf9fafa940dfe16ec48ca4ff68082b47,CHANGE_SIGNATURE,"cmd-find.c:cmd_find_try_TMUX(client, window):3049-3652",cmd-find.c:cmd_find_try_TMUX(client):2631-3108
darknet,845ab7579685b6702c92c1088ec11e71bde51f3c,RENAME_FUNCTION,"src/classifier.c:validate_classifier(char, char, char):4011-5893","src/classifier.c:validate_classifier_crop(char, char, char):4716-6603"
git,9d98354f48997faf8251c566d909957f6ae427d5,RENAME_FUNCTION,"packfile.c:cache_or_unpack_entry_the_repository(packed_git, off_t, null, object_type):33735-34167","packfile.c:cache_or_unpack_entry(repository, packed_git, off_t, null, object_type):33474-33913"
darknet,0d6bb5d44d8e815ebf6ccce1dae2f83178780e7b,RENAME_FUNCTION,src/tests.c:test_random_filters():5994-6664,src/tests.c:test_random_preprocess():10658-11375
nuklear,6bddc5c5f071902835c0a99346d46e1935580828,CHANGE_SIGNATURE,"demo/sdl_opengl3/main.c:main(int, char):1593-6202",demo/sdl_opengl3/main.c:main(void):1813-6580
jq,5bfb9781f7e5ba2ad99b71150bccc559d53b928f,EXTRACT,"jv_parse.c:scan(jv_parser, char, jv):9095-10688","jv_parse.c:stream_token(jv_parser, char):6237-11314"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/mini_blas.h:gemm(int, int, int, int, int, double, double, int, double, int, double, double, int):39-249","src/mini_blas.h:gemm(int, int, int, int, int, float, float, int, float, int, float, float, int):38-243"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/image.c:set_pixel(image, int, int, int, double):6711-6855","src/image.c:set_pixel(image, int, int, int, float):6689-6832"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/parser.h:parse_network_cfg(char):64-97,include/darknet.h:parse_network_cfg(char):12033-12066
toxcore,9bba7a0434d0967d5dd76b8afc7783ea2edad0cf,RENAME_FUNCTION,"auto_tests/toxav_basic_test.c:accept_friend_request(Tox, uint8_t, uint8_t, size_t, void):917-1149","auto_tests/toxav_basic_test.c:t_accept_friend_request_cb(Tox, uint8_t, uint8_t, size_t, void):2311-2576"
git,6390fe20eba4afb1d70e05714c62be7908ad592a,CHANGE_SIGNATURE,"builtin/pack-redundant.c:llist_insert_sorted_unique(llist, char, llist_item):2907-3417","builtin/pack-redundant.c:llist_insert_sorted_unique(llist, object_id, llist_item):2905-3412"
nuklear,85d109e3513b5cbf51fbbd287ee6788c121799fc,CHANGE_SIGNATURE,"nuklear.h:nk_combo_begin_symbol_text(nk_context, nk_panel, char, int, nk_symbol_type, int):41754-41878","nuklear.h:nk_combo_begin_symbol_text(nk_context, nk_panel, char, int, nk_symbol_type, nk_vec2):41916-42049"
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/route_layer.c:forward_route_layer(route_layer, network_state):2139-2589","src/route_layer.c:forward_route_layer(route_layer, network):2139-2575"
linux,a7c9e9109ca1142f33b882615cc5fa048e07f3ea,CHANGE_SIGNATURE,drivers/lightnvm/pblk-init.c:pblk_exit(void):28043-28315,"drivers/lightnvm/pblk-init.c:pblk_exit(void, bool):28130-28437"
emscripten,b5313f6504c6b34f283fbd2d3a1d18561d0e9fce,RENAME_FILE,system/include/libcxx/support/win32/limits_win32.h:limits_win32.h:0-2848,system/include/libcxx/support/win32/limits_msvc_win32.h:limits_msvc_win32.h:0-2619
nuklear,bd3fd8300f40b79a09eddebec646e8436ebebf66,CHANGE_SIGNATURE,"nuklear.h:nk_combo_begin_label(nk_context, nk_panel, char, nk_vec2):44470-44571","nuklear.h:nk_combo_begin_label(nk_context, char, nk_vec2):44381-44464"
jq,b279713e47c5950d786b84cb6f0c77fe1c691231,CHANGE_SIGNATURE,src/compile.c:expand_call_arglist(block):32485-35742,"src/compile.c:expand_call_arglist(block, jv, jv):32361-35882"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/image.h:resize_min(image, int):1916-1945","include/darknet.h:resize_min(image, int):12890-12919"
darknet,9b1774bd39d65614cdbd2d4e3815086298008911,CHANGE_SIGNATURE,"src/connected_layer.h:make_connected_layer(int, int):253-298","src/connected_layer.h:make_connected_layer(int, int, ACTIVATOR_TYPE):336-407"
php-src,f603ab57fc7f7c645cda3db7cf498f48114b8b7c,CHANGE_SIGNATURE,"ext/fileinfo/libmagic/cdf_time.c:cdf_timespec_to_timestamp(cdf_timestamp_t, timeval):3494-3913","ext/fileinfo/libmagic/cdf_time.c:cdf_timespec_to_timestamp(cdf_timestamp_t, timespec):3416-3826"
darknet,f047cfff99e00e28c02eb59b6d32386c122f9af6,RENAME_FUNCTION,src/activations.h:sigmoid_activate(float):640-712,src/activations.h:logistic_activate(float):641-714
darknet,845ab7579685b6702c92c1088ec11e71bde51f3c,RENAME_FUNCTION,"src/image.c:random_crop_image(image, int, int, int):15942-16297","src/image.c:random_resize_crop_image(image, int, int, int):16243-16605"
darknet,2db9fbef2bd7d35a547d0018a9850f6b249c524f,RENAME_FUNCTION,"src/connected_layer.h:run_connected_layer(double, connected_layer):412-469","src/connected_layer.h:forward_connected_layer(connected_layer, double):490-551"
toxcore,4bc2413c4451560e912617fd7432c4b6f141ccf7,MOVE_FUNCTION,"toxav/toxav_old.h:toxav_group_send_audio(Tox, int, int16_t, int, uint8_t, int):2646-2815","toxav/toxav.h:toxav_group_send_audio(Tox, int, int16_t, int, uint8_t, int):26297-26459"
tmux,405cc337f35731614b37d7279ddfc3a5dc806694,CHANGE_SIGNATURE,"mode-tree.c:drawcb(void, void, null, null, void, char, u_int, screen):5365-5405","mode-tree.c:drawcb(void, void, null, null, int):5870-5910"
ijkplayer,a25f13c55bd0f753cafc753ccf82e82aa6664bf1,RENAME_FUNCTION,"ijkmedia/ijkplayer/android/ijkplayer_jni.c:jni_set_ijkio_http(JNIEnv, jobject, jobject):4345-5225","ijkmedia/ijkplayer/android/ijkplayer_jni.c:jni_set_ijkio_androidio(JNIEnv, jobject, jobject):4345-5246"
php-src,ec5b408d815b655cda638c329439795c190ee0dc,CHANGE_SIGNATURE,"ext/mbstring/oniguruma/src/oniguruma.h:onig_reg_init(regex_t, OnigOptionType, OnigCaseFoldType, OnigEncoding, OnigSyntaxType):34308-34438","ext/mbstring/oniguruma/src/oniguruma.h:onig_reg_init(OnigRegex, OnigOptionType, OnigCaseFoldType, OnigEncoding, OnigSyntaxType):34045-34176"
FFmpeg,e9dd5b4f5eed46c576020b40ebaa87cdac2c633e,CHANGE_SIGNATURE,"libavfilter/vf_waveform.c:lowpass_column(WaveformContext, AVFrame, AVFrame, int, int, int, int, int, int):30848-30881","libavfilter/vf_waveform.c:lowpass_column(AVFilterContext, void, int, int):32382-32415"
FFmpeg,00d8598eba2e8dce31af250d6ecaec37254475aa,EXTRACT,"libavformat/flacenc.c:flac_write_packet(AVFormatContext, AVPacket):5180-5892","libavformat/flacenc.c:flac_write_audio_packet(AVFormatContext, AVPacket):8754-9472"
tmux,36882ec789f29882ab7241e5d4c0572799163437,CHANGE_SIGNATURE,"cmd-find.c:cmd_find_get_pane(cmd_find_state, char):16126-16965","cmd-find.c:cmd_find_get_pane(cmd_find_state, char, int):16155-17016"
git,65b5f9483eafea0ccdea59884da4e00e0cfeee1f,MOVE_FUNCTION,"cache.h:split_cmdline(char, char):64885-64933","alias.h:split_cmdline(char, char):84-132"
vim,12a96de430779b88795fac87a2be666d9f661d1e,EXTRACT,src/ex_docmd.c:ex_quit_all(exarg_T):174004-174748,"src/ex_docmd.c:before_quit_autocmds(win_T, int, int):171805-172643"
jq,a83a9e0bc2c0fe4795eecf0c28dbac23887f4528,CHANGE_SIGNATURE,"jq.h:jq_get_error_cb(jq_state, jq_err_cb, void):252-301","jq.h:jq_get_error_cb(jq_state, jq_msg_cb, void):252-301"
jq,6366cfd7a4275a25e128cc55f4c24a4079bc7005,RENAME_FUNCTION,libm.h:LIBM_DD(null):223-235,libm.h:LIBM_DD_NO(null):1008-1023
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/region_layer.c:delta_region_box(box, float, float, int, int, int, int, int, int, float, float):2081-2846","src/region_layer.c:delta_region_box(box, float, float, int, int, int, int, int, int, float, float, int):2176-2873"
darknet,c7b10ceadb1a78e7480d281444a31ae2a7dc1b05,MOVE_FUNCTION,"src/rnn_layer.h:backward_rnn_layer(layer, network_state):302-350","src/gru_layer.h:backward_rnn_layer(layer, network_state):315-363"
toxcore,2465f486acd90ed8395c8a83a13af09ecd024c98,RENAME_FUNCTION,"toxav/rtp.c:extract_ext_header(uint8_t, uint16_t):4517-5599","toxav/rtp.c:parse_ext_header_in(uint8_t, uint16_t):10963-12046"
FFmpeg,f6681feda641c026d84f6d207f661bf9b87d9d70,CHANGE_SIGNATURE,"libavcodec/mediacodecdec_common.h:ff_mediacodec_dec_send(AVCodecContext, MediaCodecDecContext, AVPacket):1972-2111","libavcodec/mediacodecdec_common.h:ff_mediacodec_dec_send(AVCodecContext, MediaCodecDecContext, AVPacket, bool):2006-2183"
darknet,8c5364f58569eaeb5582a4915b36b24fc5570c76,INLINE,src/detection_layer.c:get_detection_layer_locations(detection_layer):213-352,"src/detection_layer.c:forward_detection_layer(detection_layer, network_state):1063-7021"
darknet,b5936b499abc94c0efffbcc99b5698574b59d860,EXTRACT,src/network.c:update_network(network):2953-3542,src/network.c:get_current_rate(network):624-1198
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/matrix.h:free_matrix(matrix):131-152,include/darknet.h:free_matrix(matrix):13052-13073
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/utils.h:rand_normal():1505-1518,include/darknet.h:rand_normal():16380-16393
toxcore,c434d4857993668ed78668f2edbef29744740fd3,CHANGE_SIGNATURE,"testing/tox_sync.c:file_request_accept(Tox, int, uint8_t, uint64_t, uint8_t, uint16_t, void):4045-5172","testing/tox_sync.c:file_request_accept(Tox, uint32_t, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, void):3733-5115"
FFmpeg,aba39cc1f18faf68cf287032516c8ee4efb709b4,CHANGE_SIGNATURE,"libavfilter/vf_convolution.c:filter16_prewitt(uint8_t, uint8_t, int, float, float, int, uint8_t, int, int):6626-7460","libavfilter/vf_convolution.c:filter16_prewitt(uint8_t, int, float, float, int, uint8_t, int, int, int, int):6779-7647"
darknet,f98efe6c32a064e77712f25fb40a673c3249cfd4,MOVE_FUNCTION,"src/detection_layer.c:diou(box, box):5683-6264","src/box.c:diou(box, box):4313-4894"
php-src,50949c9332b897c6848839357ad97223a0e1dd38,CHANGE_SIGNATURE,"ext/opcache/zend_persist.c:zend_accel_script_persist(zend_persistent_script, char, int):26203-27196","ext/opcache/zend_persist.c:zend_accel_script_persist(zend_persistent_script, char, int, int):26731-27961"
vim,b5b49a3b430ea0aaf8cce6b7bc0e444f0211ddfb,MOVE_FUNCTION,"src/libvterm/src/vterm.c:vterm_parser_set_callbacks(VTerm, VTermParserCallbacks, void):5856-6010","src/libvterm/src/parser.c:vterm_parser_set_callbacks(VTerm, VTermParserCallbacks, void):8991-9152"
darknet,481b57a96a9ef29b112caec1bb3e17ffb043ceae,MOVE_FUNCTION,"src/gru_layer.h:backward_rnn_layer(layer, network_state):315-363","src/rnn_layer.h:backward_rnn_layer(layer, network_state):315-363"
darknet,2313a8eb54d703323279c0fb9b2c9c52d26f0cf9,MOVE_FUNCTION,"src/darknet.c:test_voc_segment(char, char):16927-17675","src/old.c:test_voc_segment(char, char):2032-2780"
redis,8969254e669d89f882200cb2848a316d05ea4b04,EXTRACT,"src/redis-cli.c:clusterManagerMigrateKeysInSlot(clusterManagerNode, clusterManagerNode, int, int, int, int, char):89165-92740","src/redis-cli.c:clusterManagerMigrateKeysInReply(clusterManagerNode, clusterManagerNode, redisReply, int, int, char):91544-93607"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/reorg_layer.c:make_reorg_layer(int, int, int, int, int, int):82-1213","src/reorg_layer.c:make_reorg_layer(int, int, int, int, int, int, int, int):82-1494"
netdata,c3636a18fd3582e135ad110888fed2d685c5ca59,INLINE,"src/procfile.c:_procfile_parser_skip_word(char, char, PF_CHAR_TYPE, PF_CHAR_TYPE):4324-4639",src/procfile.c:procfile_parser(procfile):4298-7800
linux,9113493e3ad66211967a81fd4498bccfc85d1ef3,CHANGE_SIGNATURE,fs/btrfs/relocation.c:alloc_reloc_control(btrfs_fs_info):104237-104593,fs/btrfs/relocation.c:alloc_reloc_control(void):104237-104568
toxcore,e998aca8f75e46cd360210ac588ee77af0106c6d,CHANGE_SIGNATURE,"toxencryptsave/toxencryptsave.c:tox_pass_decrypt(uint8_t, uint32_t, uint8_t, uint32_t, uint8_t):9696-10763","toxencryptsave/toxencryptsave.c:tox_pass_decrypt(uint8_t, size_t, uint8_t, size_t, uint8_t, TOX_ERR_DECRYPTION):9838-11188"
darknet,76ee68f96d864a27312c9aa09856ddda559a5cd9,EXTRACT,"src/activations.c:gradient(float, ACTIVATION):1611-1920",src/activations.c:sigmoid_gradient(float):1137-1185
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:thread_deallocated_ctl(size_t, size_t, void, size_t, void, size_t):2194-2223","deps/jemalloc/src/ctl.c:thread_deallocated_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):2093-2122"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/network.h:visualize_network(network):1618-1648,include/darknet.h:visualize_network(network):14145-14175
darknet,b0106d7bde5240b800425874d30beb0aec262b84,CHANGE_SIGNATURE,"src/crop_layer.h:make_crop_layer(int, int, int, int, int, int, int):311-402","src/crop_layer.h:make_crop_layer(int, int, int, int, int, int, int, float):328-432"
ijkplayer,c504b6c753604ab25f78634ec486be13d8aedaae,RENAME_FUNCTION,"ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__seek(JNIEnv, jobject, jlong, jint):2198-2446","ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__seek(JNIEnv, jobject, jlong, jint):2198-2446"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/normalization_layer.h:forward_normalization_layer(normalization_layer, float):535-606","src/normalization_layer.h:forward_normalization_layer(normalization_layer, network_state):555-636"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:opt_prof_gdump_ctl(size_t, size_t, void, size_t, void, size_t):36695-36760","deps/jemalloc/src/ctl.c:opt_prof_gdump_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):49231-49296"
git,0ad4a5ff50dbc839ae26aa60c03b55bf416b6000,CHANGE_SIGNATURE,"refspec.c:free_refspec(int, refspec):3535-3735","refspec.c:free_refspec(int, refspec_item):3570-3775"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:opt_prof_final_ctl(size_t, size_t, void, size_t, void, size_t):3153-3178","deps/jemalloc/src/ctl.c:opt_prof_final_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):3207-3232"
git,96c47d1466d2d11e2028b79fdc0bcaf7a4bb7345,RENAME_FUNCTION,fast-import.c:pool_alloc(size_t):16414-17133,"fast-import.c:mem_pool_alloc(mem_pool, size_t):17076-17652"
toxcore,3c8cae72d08cabe870e2fd6b6ffdd78a32c2b410,CHANGE_SIGNATURE,"toxav/video.h:vc_reconfigure_encoder(VCSession, int32_t, uint16_t, uint16_t):3132-3220","toxav/video.h:vc_reconfigure_encoder(vpx_codec_ctx_t, uint32_t, uint16_t, uint16_t):3132-3230"
darknet,0d6bb5d44d8e815ebf6ccce1dae2f83178780e7b,CHANGE_SIGNATURE,"src/image.h:two_d_convolve(image, int, image, int, int, image, int):980-1064","src/image.h:two_d_convolve(image, int, image, int, int, image, int, int):1294-1388"
linux,897fb5734a95454d47b97a9dbb78bc45024de0c1,RENAME_FUNCTION,"fs/btrfs/volumes.c:__btrfs_open_devices(btrfs_fs_devices, fmode_t, void):29717-30420","fs/btrfs/volumes.c:open_fs_devices(btrfs_fs_devices, fmode_t, void):29717-30415"
toxcore,24c70c9e8479a528e02afefa4afc5c3219f9afd7,CHANGE_SIGNATURE,"toxcore/Messenger.h:new_filesender(Messenger, int32_t, uint32_t, uint64_t, uint8_t, uint16_t):22258-22428","toxcore/Messenger.h:new_filesender(Messenger, int32_t, uint32_t, uint64_t, uint8_t, uint8_t, uint16_t):22564-22758"
wrk,57f3b33f4f0430331447665f6f70f2a4c36cb6c0,RENAME_FUNCTION,"src/main.h:extract_url_part(char, http_parser_url, http_parser_url_fields):1207-1287","src/main.h:copy_url_part(char, http_parser_url, http_parser_url_fields):1305-1382"
obs-studio,50ce2284557b888f230a1730fa580e82a6a133dc,CHANGE_SIGNATURE,"libobs/obs-audio-controls.c:signal_levels_updated(obs_volmeter, float, float, float, bool):5053-5467","libobs/obs-audio-controls.c:signal_levels_updated(obs_volmeter, float, float, float):4771-5238"
darknet,1467621453e1c6932841a4992e6dffe0d0d8de24,CHANGE_SIGNATURE,"src/connected_layer.h:forward_connected_layer(connected_layer, network):275-334","src/connected_layer.h:forward_connected_layer(layer, network):243-288"
darknet,2313a8eb54d703323279c0fb9b2c9c52d26f0cf9,MOVE_RENAME_FUNCTION,src/darknet.c:basename(char):2046-2327,src/utils.c:basecfg(char):158-438
netdata,b8dfb4cea9de9dcf2d4841d6072f4734f8957226,RENAME_FUNCTION,"src/statsd.c:statsd_process_counter(STATSD_METRIC, char, char):16575-17060","src/statsd.c:statsd_process_counter_or_meter(STATSD_METRIC, char, char):17318-17850"
nuklear,6bb00890fbff964319c5d62b23842fe93886c83f,CHANGE_SIGNATURE,"demo/x11/nuklear_xlib.h:nk_xlib_copy(nk_handle, char, int):1161-1217","demo/x11/nuklear_xlib.h:nk_xlib_copy(null, char, int):948-993"
toxcore,7afab000f70c8a9d8070492fb42fb57bede4a75c,CHANGE_SIGNATURE,toxcore/Messenger.c:new_messenger(Messenger_Options):49055-50698,"toxcore/Messenger.c:new_messenger(Messenger_Options, int):49055-50963"
tmux,50a5f84cb4accf806dea2235ca8d3749b107aac8,CHANGE_SIGNATURE,"tmux.h:mode_tree_key(mode_tree_data, client, key_code, mouse_event):63093-63188","tmux.h:mode_tree_key(mode_tree_data, client, key_code, mouse_event, u_int, u_int):63214-63327"
php-src,a4cbd80b8ddd4c176cf1fa7ae99b578fdf2fa80a,CHANGE_SIGNATURE,"ext/sqlite3/libsqlite/sqlite3.c:pushDownWhereTerms(Parse, Select, Expr, int):4434757-4436409","ext/sqlite3/libsqlite/sqlite3.c:pushDownWhereTerms(Parse, Select, Expr, int, int):4490898-4492901"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/connected_layer.c:make_connected_layer(int, int, int, float, ACTIVATION):150-1437","src/connected_layer.c:make_connected_layer(int, int, int, ACTIVATION, float, float, float):150-1566"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,CHANGE_SIGNATURE,"toxav/rtp.h:rtp_new(int, Messenger, uint32_t, BWControler, void, int):2587-2761","toxav/rtp.h:rtp_new(int, Messenger, uint32_t, BWController, void, int):2589-2764"
php-src,97ff815cbbfe524a46ab5e76312d19a4b3771079,CHANGE_SIGNATURE,sapi/litespeed/lsapilib.h:LSAPI_ReqBodyGetChar():9970-10064,sapi/litespeed/lsapilib.h:LSAPI_ReqBodyGetChar(void):9993-10091
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/region_layer.c:backward_region_layer(layer, network_state):11418-11792","src/region_layer.c:backward_region_layer(layer, network):11386-11750"
curl,859ac3602159ef3df77ac4cb1ae191b069ff1b5b,EXTRACT,"src/tool_getparam.c:getparameter(char, char, bool, GlobalConfig, OperationConfig):17406-68546","src/tool_getparam.c:GetSizeParameter(GlobalConfig, char, char, curl_off_t):17519-18721"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/connected_layer.h:make_connected_layer(int, int, int, ACTIVATION, float, float, float):698-828","src/connected_layer.h:make_connected_layer(int, int, int, ACTIVATION):595-675"
